Pertanyaan,Jawaban,Kategori,text
Jelaskan perbedaan tatanan peradilan pada zaman pemerintahan Jepang dengan zaman pemerintahan Hindia-Belanda,"Sebagaimana diketahui terdapat 5 (lima) tatanan peradilan pada zaman pemerintahan Hindia-Belanda yaitu Peradilan Gubernemen, Peradilan Pribumi, Peradilan Swapadja, Peradilan Agama, dan Peradilan Desa, yang mana kelimanya berlaku pada wilayah yang berbeda-beda sesuai dengan kebijakan yang ditetapkan pada saat itu.

Akan tetapi pada zaman pemerintahan Jepang, tatanan peradilan diubah menjadi 3 tatanan yaitu: Pengadilan Negeri, Pengadilan Tinggi, dan Mahkamah Agung. Adapun tatanan peradilan ini berlaku di seluruh wilayah Indonesia pada saat itu. ",Hukum,"Jelaskan perbedaan tatanan peradilan pada zaman pemerintahan Jepang dengan zaman pemerintahan Hindia-Belanda [SEP] Sebagaimana diketahui terdapat 5 (lima) tatanan peradilan pada zaman pemerintahan Hindia-Belanda yaitu Peradilan Gubernemen, Peradilan Pribumi, Peradilan Swapadja, Peradilan Agama, dan Peradilan Desa, yang mana kelimanya berlaku pada wilayah yang berbeda-beda sesuai dengan kebijakan yang ditetapkan pada saat itu.

Akan tetapi pada zaman pemerintahan Jepang, tatanan peradilan diubah menjadi 3 tatanan yaitu: Pengadilan Negeri, Pengadilan Tinggi, dan Mahkamah Agung. Adapun tatanan peradilan ini berlaku di seluruh wilayah Indonesia pada saat itu. "
Jelaskan pengertian pluralisme hukum!,Pluralisme Hukum menurut Topo Santoso ialah adanya lebih dari satu sistem hukum yang secara bersama-sama berada dalam lapangan sosial yang sama. ,Hukum,Jelaskan pengertian pluralisme hukum! [SEP] Pluralisme Hukum menurut Topo Santoso ialah adanya lebih dari satu sistem hukum yang secara bersama-sama berada dalam lapangan sosial yang sama. 
Jelaskan pengaruh pluralisme hukum terhadap hukum antargolongan serta hukum dalam berbagai bidang pada zaman pemerintahan Hindia-Belanda kala itu!,"Sebelum bisa mengetahui pengaruh pluralisme hukum terhadap hukum antargolongan, kita harus terlebih dahulu memahami latar belakang munculnya pluralisme hukum. Pluralisme hukum hadir sebagai kritikan terhadap sentralisme dan positivisme dalam penerapan hukum terhadap rakyat. Pluralisme hukum memetakan berbagai hukum yang ada dalam suatu bidang sosial. Karena dalam kehidupan sosial, keragaman sistem normatif merupakan sebuah keniscayaan. Pluralisme hukum mengelaborasi relasi dari berbagai sistem normatif. Memperlihatkan pilihan warga memanfaatkan hukum tertentu ketika berkonflik. Keragaman hukum tersebut pada faktanya berpotensi untuk saling bersitegang, bahkan bisa menciptakan ketidakpastian. Ketidakpastian tersebut merupakan kelemahan terbesar dari pluralisme hukum, meski permasalahan pokok dari potensi konflik tersebut adalah adanya relasi yang asimetris antarsistem normatif.
Pluralisme hukum di Negara Indonesia mulai disadari sejak masa pemerintahan Hindia Belanda. Pluralisme hukum di Negara Indonesia mulai disadari sejak masa pemerintahan Hindia Belanda. Fakta masyarakat pribumi yang mempraktikkan beragam hukum, menuntut pemerintahan Hindia Belanda untuk memberlakukan hukum yang sama bagi masyarakat pribumi. Para ahli pun merumuskan formulasi hukum bagi masyarakat pribumi untuk mengatasi isu ini. Dari sinilah muncul berbagai diskusi mengenai Hukum Adat dan Hukum Islam, baik dalam bentuk lisan maupun tulisan. Diskusi para ahli ini dipusatkan pada pertanyaan, ""Apakah Hukum Adat atau Hukum Islam yang harus diberlakukan bagi masyarakat
Pribumi?"" Dalam diskusi ini, berbagai pendapat para ahli hukum pun muncul, baik ahli hukum Belanda maupun Indonesia. Di antara mereka ada yang melihat melalui kaca mata konflik (Hukum Adat dan Hukum Islam yang terus bertarung), tapi tidak sedikit juga yang memandang dengan lensa fungsional
(Hukum Adat dan Hukum Islam saling terkait).",Hukum,"Jelaskan pengaruh pluralisme hukum terhadap hukum antargolongan serta hukum dalam berbagai bidang pada zaman pemerintahan Hindia-Belanda kala itu! [SEP] Sebelum bisa mengetahui pengaruh pluralisme hukum terhadap hukum antargolongan, kita harus terlebih dahulu memahami latar belakang munculnya pluralisme hukum. Pluralisme hukum hadir sebagai kritikan terhadap sentralisme dan positivisme dalam penerapan hukum terhadap rakyat. Pluralisme hukum memetakan berbagai hukum yang ada dalam suatu bidang sosial. Karena dalam kehidupan sosial, keragaman sistem normatif merupakan sebuah keniscayaan. Pluralisme hukum mengelaborasi relasi dari berbagai sistem normatif. Memperlihatkan pilihan warga memanfaatkan hukum tertentu ketika berkonflik. Keragaman hukum tersebut pada faktanya berpotensi untuk saling bersitegang, bahkan bisa menciptakan ketidakpastian. Ketidakpastian tersebut merupakan kelemahan terbesar dari pluralisme hukum, meski permasalahan pokok dari potensi konflik tersebut adalah adanya relasi yang asimetris antarsistem normatif.
Pluralisme hukum di Negara Indonesia mulai disadari sejak masa pemerintahan Hindia Belanda. Pluralisme hukum di Negara Indonesia mulai disadari sejak masa pemerintahan Hindia Belanda. Fakta masyarakat pribumi yang mempraktikkan beragam hukum, menuntut pemerintahan Hindia Belanda untuk memberlakukan hukum yang sama bagi masyarakat pribumi. Para ahli pun merumuskan formulasi hukum bagi masyarakat pribumi untuk mengatasi isu ini. Dari sinilah muncul berbagai diskusi mengenai Hukum Adat dan Hukum Islam, baik dalam bentuk lisan maupun tulisan. Diskusi para ahli ini dipusatkan pada pertanyaan, ""Apakah Hukum Adat atau Hukum Islam yang harus diberlakukan bagi masyarakat
Pribumi?"" Dalam diskusi ini, berbagai pendapat para ahli hukum pun muncul, baik ahli hukum Belanda maupun Indonesia. Di antara mereka ada yang melihat melalui kaca mata konflik (Hukum Adat dan Hukum Islam yang terus bertarung), tapi tidak sedikit juga yang memandang dengan lensa fungsional
(Hukum Adat dan Hukum Islam saling terkait)."
Sebutkan apa saja pembaharuan yang terjadi di bidang peradilan pada zaman pemerintahan Jepang,"Di bidang peradilan, pembaharuan yang terjadi adalah: 
1. Penghapusan pluralisme/dualisme tata peradilan;
2. Unifikasi kejaksaan;
3. Penghapusan pembedaan polisi kota & lapangan/pedesaan;
4. Pembentukan lembaga pendidikan hukum;
5. Pengisian secara besar-besaran jabatan-jabatan administrasi pemerintahan & hukum dengan rakyat pribumi.",Hukum,"Sebutkan apa saja pembaharuan yang terjadi di bidang peradilan pada zaman pemerintahan Jepang [SEP] Di bidang peradilan, pembaharuan yang terjadi adalah: 
1. Penghapusan pluralisme/dualisme tata peradilan;
2. Unifikasi kejaksaan;
3. Penghapusan pembedaan polisi kota & lapangan/pedesaan;
4. Pembentukan lembaga pendidikan hukum;
5. Pengisian secara besar-besaran jabatan-jabatan administrasi pemerintahan & hukum dengan rakyat pribumi."
Jelaskan sistem pemerintahan negara Indonesia pada awal kemerdekaan sebagaimana disebutkan dalam penjelasanp Undang-Undang Dasar 1945,"Sistem pemerintahan negara sebagaimana diterangkan dalam Penjelasan UUD 1945 yaitu:
1. Indonesia adalah negara yang berdasar pada hukum.
2. Sistem konstitusional.
3. Kekuasaan negara tertinggi di tangan Majelis Permusyawaratan Rakyat.
4. Presiden ialah penyelenggara pemerintah negara tertinggi di bawah majelis.
5. Presiden tidak bertanggung jawab kepada DPR.",Hukum,"Jelaskan sistem pemerintahan negara Indonesia pada awal kemerdekaan sebagaimana disebutkan dalam penjelasanp Undang-Undang Dasar 1945 [SEP] Sistem pemerintahan negara sebagaimana diterangkan dalam Penjelasan UUD 1945 yaitu:
1. Indonesia adalah negara yang berdasar pada hukum.
2. Sistem konstitusional.
3. Kekuasaan negara tertinggi di tangan Majelis Permusyawaratan Rakyat.
4. Presiden ialah penyelenggara pemerintah negara tertinggi di bawah majelis.
5. Presiden tidak bertanggung jawab kepada DPR."
Jelaskan mengenai sistem hukum nasional Indonesia pada awal kemerdekaan,"Awal kemerdekaan sistem hukum nasional Indonesia masih sangat dipengaruhi oleh hukum Belanda seperti KUH Pidana, KUH Perdata, dan KUH Dagang, serta beberapa hukum adat yang juga digunakan oleh sebagian masyarakat.
Setelah Proklamasi Kemerdekaan, negara Indonesia membuat Undang-Undang Dasar 1945 (UUD 45) yang selanjutnya menjadi dasar dari perundang-undangan lainnya.",Hukum,"Jelaskan mengenai sistem hukum nasional Indonesia pada awal kemerdekaan [SEP] Awal kemerdekaan sistem hukum nasional Indonesia masih sangat dipengaruhi oleh hukum Belanda seperti KUH Pidana, KUH Perdata, dan KUH Dagang, serta beberapa hukum adat yang juga digunakan oleh sebagian masyarakat.
Setelah Proklamasi Kemerdekaan, negara Indonesia membuat Undang-Undang Dasar 1945 (UUD 45) yang selanjutnya menjadi dasar dari perundang-undangan lainnya."
Jelaskan secara singkat hal-hal yang mendasari terjadinya perubahan sistem hukum di masa pemerintahan Orde Baru,"Pemerintahan Orde Baru lahir sebagai dampak atas adanya TRITURA (Tri Tuntutan Rakyat) yang diantaranya berisi:

1. Pembubaran PKI; 
2. Perombakan Kabinet Dwikora; dan 
3. Penurunan Harga. 

Selain itu, terjadinya peristiwa G30S/PKI juga menjadikan turunnya rasa kepercayaan masyarakat terhadap Soekarno selaku Presiden kala itu.",Hukum,"Jelaskan secara singkat hal-hal yang mendasari terjadinya perubahan sistem hukum di masa pemerintahan Orde Baru [SEP] Pemerintahan Orde Baru lahir sebagai dampak atas adanya TRITURA (Tri Tuntutan Rakyat) yang diantaranya berisi:

1. Pembubaran PKI; 
2. Perombakan Kabinet Dwikora; dan 
3. Penurunan Harga. 

Selain itu, terjadinya peristiwa G30S/PKI juga menjadikan turunnya rasa kepercayaan masyarakat terhadap Soekarno selaku Presiden kala itu."
Apa sistem hukum yang digunakan pada masa pemerintahan Orde Baru? Jelaskan,Sistem hukum pada masa pemerintahan Orde Baru disebut dengan konsep Demokrasi Pancasila. Adapun visi utamanya ialah menerapkan nilai-nilai Pancasila dan UUD 1945 secara murni dan konsekuen dalam aspek kehidupan masyarakat Indonesia.,Hukum,Apa sistem hukum yang digunakan pada masa pemerintahan Orde Baru? Jelaskan [SEP] Sistem hukum pada masa pemerintahan Orde Baru disebut dengan konsep Demokrasi Pancasila. Adapun visi utamanya ialah menerapkan nilai-nilai Pancasila dan UUD 1945 secara murni dan konsekuen dalam aspek kehidupan masyarakat Indonesia.
Jelaskan secara singkat mengenai program REPELITA yang dibentuk oleh Soeharto,REPELITA ditujukan untuk mengendalikan laju inflasi warisan pemerintahan Orde Lama/pemerintahan Soekarno yang mencapai 650% pada tahun 1966. Demikian REPELITA secara singkat merupakan wujud pentingnya peran hukum dalam pembangunan ekonomi nasional yang mana hal ini selaras dengan Teori Hukum Pembangunan yang dicetuskan Prof. Mochtar Kusumaatmadja. ,Hukum,Jelaskan secara singkat mengenai program REPELITA yang dibentuk oleh Soeharto [SEP] REPELITA ditujukan untuk mengendalikan laju inflasi warisan pemerintahan Orde Lama/pemerintahan Soekarno yang mencapai 650% pada tahun 1966. Demikian REPELITA secara singkat merupakan wujud pentingnya peran hukum dalam pembangunan ekonomi nasional yang mana hal ini selaras dengan Teori Hukum Pembangunan yang dicetuskan Prof. Mochtar Kusumaatmadja. 
Sebutkan 4 pokok pikiran elaborasi dan transformasi Pancasila,"1. Negara melindungi segenap bangsa Indonesia dan seluruh tumpah darah Indonesia berdasar atas persatuan dengan mewujudkan keadilan sosial bagi seluruh rakyat Indonesia
2. Negara hendak mewujudkan keadilan sosial bagi seluruh rakyat Indonesia
3. Negara yang berkedaulatan rakyat, berdasar atas kerakyatan dan permusyawaratan perwakilan 
4. Negara berdasar atas ketuhanan yang maha esa menurut dasar kemanusiaan yang adil dan beradab",Hukum,"Sebutkan 4 pokok pikiran elaborasi dan transformasi Pancasila [SEP] 1. Negara melindungi segenap bangsa Indonesia dan seluruh tumpah darah Indonesia berdasar atas persatuan dengan mewujudkan keadilan sosial bagi seluruh rakyat Indonesia
2. Negara hendak mewujudkan keadilan sosial bagi seluruh rakyat Indonesia
3. Negara yang berkedaulatan rakyat, berdasar atas kerakyatan dan permusyawaratan perwakilan 
4. Negara berdasar atas ketuhanan yang maha esa menurut dasar kemanusiaan yang adil dan beradab"
Jelaskan pengaruh ketentuan dalam Aturan Peralihan Pasal II UUD 1945 terhadap sistem hukum nasional Indonesia,"Aturan Peralihan Undang-Undang Dasar 1945 yang dalam Pasal II menyatakan bahwa segala Badan-Badan Negara dan Peraturan-Peraturan yang ada, masih berlaku sebelumnya diadakan peraturan baru. Demikian perundang-undangan seperti KUH Pidana, KUH Perdata, KUH Dagang, dan lainnya yang merupakan warisan masa pemerintahan kolonial, masih berlaku hingga dibentuknya undang-undang baru yang mencabut dan menggantikannya.",Hukum,"Jelaskan pengaruh ketentuan dalam Aturan Peralihan Pasal II UUD 1945 terhadap sistem hukum nasional Indonesia [SEP] Aturan Peralihan Undang-Undang Dasar 1945 yang dalam Pasal II menyatakan bahwa segala Badan-Badan Negara dan Peraturan-Peraturan yang ada, masih berlaku sebelumnya diadakan peraturan baru. Demikian perundang-undangan seperti KUH Pidana, KUH Perdata, KUH Dagang, dan lainnya yang merupakan warisan masa pemerintahan kolonial, masih berlaku hingga dibentuknya undang-undang baru yang mencabut dan menggantikannya."
Jelaskan pengertian mengenai Unifikasi Hukum ,Unifikasi hukum adalah proses penyatuan atau penyeragaman berbagai hukum menjadi satu kesatuan hukum secara sistematis yang berlaku bagi seluruh warga negara di suatu negara. Ini juga dapat diartikan sebagai penyatuan hukum yang berlaku secara nasional.,Hukum,Jelaskan pengertian mengenai Unifikasi Hukum  [SEP] Unifikasi hukum adalah proses penyatuan atau penyeragaman berbagai hukum menjadi satu kesatuan hukum secara sistematis yang berlaku bagi seluruh warga negara di suatu negara. Ini juga dapat diartikan sebagai penyatuan hukum yang berlaku secara nasional.
Jelaskan mengenai unifikasi hukum dalam Garis-Garis Besar Haluan Negara (GBHN),"Diketahui GBHN menggariskan unifikasi hukum dan hanya berlaku satu sistem, yakni sistem hukum nasional yang berdasarkan Pancasila dan UUD 1945. Demikian setiap bidang hukum, Peraturan Perundang-Undangan, Yurisprudensi, dan Hukum Kebiasaan merupakan bagian dari sistem hukum nasional dan wajib bersumber pada Pancasila dan UUD 1945.",Hukum,"Jelaskan mengenai unifikasi hukum dalam Garis-Garis Besar Haluan Negara (GBHN) [SEP] Diketahui GBHN menggariskan unifikasi hukum dan hanya berlaku satu sistem, yakni sistem hukum nasional yang berdasarkan Pancasila dan UUD 1945. Demikian setiap bidang hukum, Peraturan Perundang-Undangan, Yurisprudensi, dan Hukum Kebiasaan merupakan bagian dari sistem hukum nasional dan wajib bersumber pada Pancasila dan UUD 1945."
Jelaskan perbedaan Hukum Positif dan Hukum Nasional Indonesia beserta contohnya,"Hukum Positif Indonesia (Ius Constitutum) dan Hukum nasional (Ius Constituendum). Menurut pengertiannya, ius constitutum artinya hukum yang berlaku saat ini atau hukum yang telah ditetapkan (hukum positif). Sedangkan, ius constituendum berarti hukum yang dicita-citakan atau yang diangan-angankan di masa mendatang. 
Hukum Positif Indonesia (Ius Constitutum) yang sebagian masih merupakan warisan dari hukum Hindia Belanda seperti KUH Perdata, KUH Dagang, KUH Pidana, dan sebagian lagi terdiri dari Undang-Undang Dasar 1945, dan peraturan perundang-undangan Republik Indonesia yang didasarkan pada Undang-Undang Dasar 1945 (baik yang belum maupun yang sudah diamandemen).
Hukum nasional (Ius Constituendum) belum seluruhnya terwujud sehingga menjadi tantangan untuk menjadikan hukum nasional, yang benar-benar berdasarkan Undang-Undang 1945 dan mewujudkan cita-cita bangsa dalam pembukaan Undang-Undang Dasar 1945. Beberapa contoh mengenai Ius Constituendum adalah sebagai berikut: Rancangan Kitab Undang-Undang Hukum Pidana (RKUHP)
Rancangan Anggaran Pendapatan dan Belanja Negara (RAPBN)
Rancangan Undang-Undang (RUU)
Rancangan Anggaran Pendapatan dan Belanja Daerah (RAPBD)",Hukum,"Jelaskan perbedaan Hukum Positif dan Hukum Nasional Indonesia beserta contohnya [SEP] Hukum Positif Indonesia (Ius Constitutum) dan Hukum nasional (Ius Constituendum). Menurut pengertiannya, ius constitutum artinya hukum yang berlaku saat ini atau hukum yang telah ditetapkan (hukum positif). Sedangkan, ius constituendum berarti hukum yang dicita-citakan atau yang diangan-angankan di masa mendatang. 
Hukum Positif Indonesia (Ius Constitutum) yang sebagian masih merupakan warisan dari hukum Hindia Belanda seperti KUH Perdata, KUH Dagang, KUH Pidana, dan sebagian lagi terdiri dari Undang-Undang Dasar 1945, dan peraturan perundang-undangan Republik Indonesia yang didasarkan pada Undang-Undang Dasar 1945 (baik yang belum maupun yang sudah diamandemen).
Hukum nasional (Ius Constituendum) belum seluruhnya terwujud sehingga menjadi tantangan untuk menjadikan hukum nasional, yang benar-benar berdasarkan Undang-Undang 1945 dan mewujudkan cita-cita bangsa dalam pembukaan Undang-Undang Dasar 1945. Beberapa contoh mengenai Ius Constituendum adalah sebagai berikut: Rancangan Kitab Undang-Undang Hukum Pidana (RKUHP)
Rancangan Anggaran Pendapatan dan Belanja Negara (RAPBN)
Rancangan Undang-Undang (RUU)
Rancangan Anggaran Pendapatan dan Belanja Daerah (RAPBD)"
Apa itu ternak?,"hewan ternak atau rajakaya dalam bahasa Jawa adalah hewan yang dengan sengaja dipelihara sebagai sumber pangan, sumber bahan baku industri, atau sebagai pembantu pekerjaan manusia. Usaha pemeliharaan ternak disebut sebagai peternakan ",Kambing,"Apa itu ternak? [SEP] hewan ternak atau rajakaya dalam bahasa Jawa adalah hewan yang dengan sengaja dipelihara sebagai sumber pangan, sumber bahan baku industri, atau sebagai pembantu pekerjaan manusia. Usaha pemeliharaan ternak disebut sebagai peternakan "
Kenapa menjual hasil ternak ini?,karena hewan ternak ini di butuhkan manusia untuk berkurban 1 tahun sekali dan bisa juga buat Aqiqah,Kambing,Kenapa menjual hasil ternak ini? [SEP] karena hewan ternak ini di butuhkan manusia untuk berkurban 1 tahun sekali dan bisa juga buat Aqiqah
